codigoint;codigoean;descricao;loja;embseparacao;ppcx;eicx;capcx;ltmix;secaoope;grupomerc
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;005;12;1,00;2,00;1,67;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;006;12;1,00;2,00;1,67;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;007;12;1,00;2,00;3,33;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;008;12;0,83;2,00;1,67;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;011;12;0,83;1,83;3,33;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;012;12;1,00;2,00;0,83;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;013;12;1,00;2,00;3,33;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;014;12;1,00;2,00;3,33;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;017;12;1,00;2,00;0,83;A;16;161
1023110;7898100320585;ABS PARTO/OPERATORIO MAX POS C/10;018;12;1,00;2,00;3,33;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;002;12;1,00;2,00;1,67;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;003;12;2,00;3,00;1,67;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;004;12;1,00;2,00;3,33;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;005;12;1,00;2,00;1,67;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;006;12;1,00;2,00;1,67;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;007;12;1,00;2,00;0,83;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;008;12;0,83;2,00;1,67;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;011;12;0,83;1,83;3,33;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;012;12;1,00;2,00;0,83;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;013;12;1,00;2,00;3,33;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;014;12;1,00;2,00;3,33;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;017;12;1,00;2,00;0,83;A;16;161
1023109;7898146001615;ABS PARTO/OPERATORIO MAX POS C/20;018;12;1,00;2,00;1,67;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;002;48;1,08;2,08;0,83;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;003;48;0,88;1,88;0,83;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;004;48;0,50;1,50;0,42;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;005;48;0,50;1,50;1,25;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;006;48;0,50;1,50;0,83;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;007;48;0,50;1,50;0,83;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;008;48;0,50;1,50;0,83;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;012;48;0,50;1,50;0,83;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;013;48;0,50;1,50;0,63;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;014;48;0,50;1,50;0,42;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;017;48;0,50;1,50;0,42;A;16;161
101223;7891010031633;ABS S.L PLUS SUAVE C/ABAS C/8;018;48;0,75;1,75;0,83;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;002;24;0,50;1,50;0,50;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;003;24;0,75;1,75;0,50;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;004;24;0,50;1,50;0,25;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;005;24;0,92;1,92;0,75;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;006;24;0,92;1,92;1,25;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;007;24;0,50;1,50;0,50;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;011;24;0,50;1,50;1,00;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;012;24;0,50;1,50;0,50;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;013;24;0,50;1,50;1,00;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;014;24;0,00;0,00;0,50;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;017;24;0,92;1,92;0,50;A;16;161
9970137;7891010793463;ABS S.L SUAVE C/ABAS C/16;018;24;0,50;1,50;0,50;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;002;12;1,33;2,33;1,17;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;003;12;1,33;2,33;1,17;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;005;12;0,83;1,83;1,17;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;007;12;0,50;1,50;1,17;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;011;12;0,50;1,50;0,58;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;012;12;0,50;1,50;1,17;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;013;12;0,67;1,67;0,58;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;014;12;0,83;1,83;1,75;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;017;12;2,00;3,00;1,17;A;16;161
1617580;7891010254155;ABS S.L SUAVE C/ABAS C/32;018;12;1,00;2,00;1,17;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;002;48;1,08;2,08;1,25;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;003;48;0,88;1,88;0,83;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;004;48;0,50;1,50;0,42;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;005;48;0,50;1,50;0,83;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;006;48;0,50;1,50;1,25;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;007;48;0,50;1,50;0,83;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;008;48;0,50;1,50;0,83;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;011;48;0,50;1,50;1,25;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;012;48;0,50;1,50;0,42;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;013;48;0,50;1,50;0,63;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;014;48;0,50;1,50;0,42;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;017;48;0,50;1,50;0,83;A;16;161
41132;7891010503024;ABS S.L SUAVE C/ABAS C/8;018;48;0,88;1,88;0,83;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;001;48;1,00;2,00;0,00;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;002;48;2,00;3,00;6,25;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;003;48;4,63;5,63;0,83;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;004;48;0,50;1,50;0,83;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;005;48;1,00;2,00;1,67;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;006;48;2,00;3,00;3,75;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;007;48;1,00;2,00;0,83;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;008;48;2,00;3,00;2,50;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;011;48;2,00;3,00;3,75;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;012;48;0,88;1,88;2,08;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;013;48;0,88;1,88;1,88;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;014;48;0,50;1,50;0,83;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;017;48;1,50;2,50;1,67;A;16;161
52214;7891010973483;ABS S.L SUAVE PROMO C/ABAS C/8;018;48;1,50;2,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;002;48;2,50;3,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;003;48;2,75;3,75;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;004;48;0,50;1,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;005;48;1,50;2,50;1,25;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;006;48;1,50;2,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;007;48;1,00;2,00;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;008;48;1,50;2,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;011;48;0,75;1,75;2,50;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;012;48;0,50;1,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;013;48;0,50;1,50;0,63;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;014;48;0,50;1,50;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;017;48;0,67;1,67;0,83;A;16;161
41133;7891010503031;ABS S.L SUAVE S/ABAS C/8;018;48;1,00;2,00;0,83;A;16;161
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;002;8;2,00;3,00;3,00;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;003;8;2,00;3,00;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;004;8;0,50;1,50;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;005;8;1,50;2,50;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;006;8;1,50;2,50;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;007;8;0,50;1,50;4,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;008;8;0,50;1,50;0,75;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;011;8;0,50;1,50;0,75;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;012;8;0,50;1,50;3,00;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;013;8;0,50;1,50;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;014;8;0,50;1,50;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;017;8;0,50;1,50;1,50;A;16;162
1616282;7896061990090;FRALDA DESC BABYSEC JUMBINHO G C/16;018;8;1,50;2,50;3,00;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;002;8;1,50;2,50;2,50;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;003;8;0,50;1,50;1,25;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;004;8;0,50;1,50;0,63;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;005;8;1,50;2,50;1,25;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;006;8;1,50;2,50;1,25;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;007;8;0,50;1,50;3,75;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;008;8;0,50;1,50;0,63;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;011;8;0,50;1,50;0,63;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;012;8;0,50;1,50;2,50;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;013;8;0,50;1,50;1,25;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;014;8;0,50;1,50;1,25;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;017;8;0,50;1,50;1,25;A;16;162
1616283;7896061990076;FRALDA DESC BABYSEC JUMBINHO M C/18;018;8;1,50;2,50;2,50;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;002;8;0,50;1,50;1,25;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;003;8;0,50;1,50;1,25;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;004;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;005;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;006;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;007;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;008;8;0,50;1,50;1,88;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;011;8;0,50;1,50;1,88;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;012;8;0,50;1,50;1,25;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;013;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;014;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;017;8;0,50;1,50;0,63;A;16;162
1616284;7896061990069;FRALDA DESC BABYSEC JUMBINHO P C/20;018;8;0,50;1,50;1,25;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;002;8;0,50;1,50;1,50;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;003;8;1,00;2,00;1,50;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;004;8;0,50;1,50;0,75;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;005;8;0,50;1,50;0,75;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;006;8;0,75;1,75;0,75;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;007;8;0,50;1,50;2,25;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;008;8;0,50;1,50;1,50;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;011;8;0,50;1,50;1,50;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;012;8;0,50;1,50;1,50;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;013;8;0,50;1,50;0,75;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;014;8;0,50;1,50;0,75;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;017;8;0,50;1,50;0,75;A;16;162
1616285;7896061990120;FRALDA DESC BABYSEC JUMBINHO XG C/12;018;8;0,50;1,50;1,50;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;002;8;0,50;1,50;1,25;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;003;8;1,00;2,00;1,25;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;004;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;005;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;006;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;007;8;0,50;1,50;1,88;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;008;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;011;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;012;8;0,50;1,50;1,25;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;013;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;014;8;0,50;1,50;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;017;8;0,75;1,75;0,63;A;16;162
1616286;7896061995842;FRALDA DESC BABYSEC JUMBINHO XXG C/12;018;8;0,50;1,50;1,25;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;002;6;1,33;2,00;3,33;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;003;6;1,33;2,00;3,33;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;004;6;0,00;0,00;0,00;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;005;6;0,83;1,83;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;006;6;0,67;1,67;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;008;6;0,67;1,67;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;011;6;1,33;2,00;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;012;6;0,67;1,67;3,33;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;013;6;0,67;1,67;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;014;6;0,67;1,67;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;017;6;1,00;2,00;1,67;A;16;162
1616287;7896061995910;FRALDA DESC BABYSEC ULTSEC MEGA G C/32;018;6;0,67;1,67;3,33;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;002;6;0,67;1,67;3,33;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;003;6;0,67;1,67;3,33;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;005;6;0,67;1,67;3,33;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;006;6;0,67;1,67;1,67;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;008;6;1,00;2,00;1,67;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;011;6;0,67;1,67;1,67;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;012;6;0,67;1,67;3,33;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;013;6;0,67;1,67;3,33;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;014;6;1,00;2,00;0,00;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;017;6;1,67;2,67;1,67;A;16;162
1616288;7896061995903;FRALDA DESC BABYSEC ULTSEC MEGA M C/38;018;6;0,67;1,67;3,33;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;002;6;0,67;1,67;3,33;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;003;6;0,67;1,67;3,33;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;006;6;0,67;1,67;1,67;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;008;6;0,67;1,67;1,67;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;011;6;1,00;2,00;1,67;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;012;6;1,67;2,67;3,33;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;013;6;1,00;2,00;3,33;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;014;6;0,67;1,67;3,33;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;017;6;0,67;1,67;1,67;A;16;162
1616289;7896061995460;FRALDA DESC BABYSEC ULTSEC MEGA P C/42;018;6;0,67;1,67;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;002;6;1,67;2,67;6,67;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;003;6;2,33;3,33;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;005;6;0,83;2,00;6,67;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;006;6;2,00;3,00;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;008;6;0,67;1,67;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;011;6;0,67;1,67;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;012;6;0,67;1,67;6,67;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;013;6;0,67;1,67;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;014;6;0,67;1,67;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;017;6;0,67;1,67;3,33;A;16;162
1616290;7896061995927;FRALDA DESC BABYSEC ULTSEC MEGA XG C/30;018;6;2,00;3,00;6,67;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;002;6;1,67;2,67;6,67;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;003;6;3,00;4,00;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;004;6;0,00;0,00;0,00;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;005;6;1,33;2,33;6,67;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;006;6;1,33;2,33;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;007;6;0,67;1,67;8,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;008;6;0,67;1,67;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;011;6;1,00;1,67;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;012;6;1,00;1,67;6,67;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;013;6;0,67;1,67;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;014;6;0,67;1,67;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;017;6;1,33;2,00;3,33;A;16;162
1616291;7896061995477;FRALDA DESC BABYSEC ULTSEC MEGA XXG C/28;018;6;2,00;2,67;6,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;001;6;3,00;4,00;0,00;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;002;6;2,00;3,00;0,83;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;003;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;004;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;005;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;006;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;007;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;008;6;0,67;1,67;0,83;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;011;6;0,67;1,67;0,83;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;012;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;013;6;0,67;1,67;0,83;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;014;6;0,00;0,00;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;017;6;0,67;1,67;1,67;A;16;162
1019989;7898937345638;FRALDA DESC FERINHA HIPER EXG C/40;018;6;0,67;1,67;2,50;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;001;6;1,00;2,00;0,00;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;002;6;1,33;2,33;0,83;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;003;6;2,00;3,00;1,67;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;004;6;0,00;0,00;0,83;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;005;6;0,67;1,67;1,67;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;006;6;0,67;1,67;1,67;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;007;6;0,67;1,67;1,67;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;008;6;0,67;1,67;0,83;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;011;6;0,67;1,67;0,83;A;16;162
1019991;7898937345614;FRALDA DESC FERINHA HIPER G C/46;012;6;1,67;2,67;1,67;A;16;162
