codigoint;codigoean;descricao;loja;embseparacao;ppcx;eicx;capcx;ltmix;secaoope;grupomerc
1016478;7891079014097;MACARRAO INST NISSIN GAL C LV+PG M C/6 5;014;12;9,67;10,67;25,50;A;10;115
1016478;7891079014097;MACARRAO INST NISSIN GAL C LV+PG M C/6 5;017;12;16,00;17,00;25,50;A;10;115
1016478;7891079014097;MACARRAO INST NISSIN GAL C LV+PG M C/6 5;018;12;29,17;30,17;68,00;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;001;50;1,00;2,00;0,00;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;002;50;4,12;5,12;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;003;50;4,12;5,12;18,36;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;004;50;3,00;4,00;2,72;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;005;50;1,56;2,56;2,72;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;006;50;4,12;5,12;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;007;50;1,56;2,56;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;008;50;1,56;2,56;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;011;50;1,72;2,72;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;012;50;4,12;5,12;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;013;50;4,12;5,12;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;014;50;4,00;5,00;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;017;50;4,12;5,12;5,44;A;10;115
2665;7891079000229;MACARRAO INST NISSIN GAL CAIP 85G;018;50;6,00;7,00;13,60;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;002;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;003;50;1,56;2,56;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;004;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;005;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;006;50;1,00;2,00;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;007;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;008;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;011;50;1,00;2,00;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;012;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;013;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;014;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;017;50;0,52;1,52;1,36;A;10;115
1014478;7891079014028;MACARRAO INST NISSIN GAL CAIP PICANT 85G;018;50;1,56;2,56;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;001;50;0,60;1,60;0,00;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;002;50;1,56;2,56;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;003;50;1,56;2,56;2,04;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;004;50;0,52;1,52;1,36;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;005;50;0,52;1,52;1,36;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;006;50;1,00;2,00;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;007;50;0,52;1,52;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;008;50;0,52;1,52;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;011;50;0,52;1,52;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;012;50;1,56;2,56;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;013;50;1,50;2,50;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;014;50;1,00;2,00;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;017;50;1,56;2,56;2,72;A;10;115
36402;7891079000212;MACARRAO INST NISSIN GALINHA 85G;018;50;3,00;4,00;6,80;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;002;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;003;50;0,52;1,52;2,04;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;004;50;0,52;1,52;2,04;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;005;50;0,52;1,52;2,04;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;006;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;007;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;008;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;011;50;0,60;1,60;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;012;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;013;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;014;50;0,52;1,52;1,36;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;017;50;0,52;1,52;2,04;A;10;115
1010382;7891079011485;MACARRAO INST NISSIN HOT CALABRESA 85G;018;50;0,52;1,52;2,04;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;002;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;003;50;1,56;2,56;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;004;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;005;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;006;50;1,00;2,00;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;007;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;008;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;011;50;0,60;1,60;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;012;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;013;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;014;50;0,52;1,52;1,36;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;017;50;0,52;1,52;0,68;A;10;115
1999;7891079000052;MACARRAO INST NISSIN LEGUMES 85G;018;50;1,56;2,56;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;002;50;0,52;1,52;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;003;50;1,56;2,56;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;004;50;0,52;1,52;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;005;50;0,52;1,52;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;006;50;1,56;2,56;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;007;50;0,60;1,60;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;008;50;0,52;1,52;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;011;50;0,64;1,64;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;012;50;0,56;1,56;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;013;50;1,56;2,56;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;014;50;0,80;1,80;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;017;50;0,52;1,52;1,36;A;10;115
4931;7891079001004;MACARRAO INST NISSIN MONICA CARNE 85G;018;50;1,56;2,56;2,72;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;001;50;0,60;1,60;0,00;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;002;50;0,72;1,72;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;003;50;1,92;2,92;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;004;50;0,64;1,64;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;005;50;0,56;1,56;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;006;50;1,56;2,56;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;007;50;0,56;1,56;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;008;50;0,52;1,52;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;011;50;2,00;3,00;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;012;50;1,36;2,36;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;013;50;1,56;2,56;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;014;50;0,64;1,64;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;017;50;0,80;1,80;1,36;A;10;115
5461;7891079001011;MACARRAO INST NISSIN MONICA GALI 85G;018;50;1,56;2,56;2,72;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;001;50;1,00;2,00;0,00;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;002;50;1,28;2,28;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;003;50;2,44;3,44;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;004;50;1,08;2,08;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;005;50;0,80;1,80;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;006;50;1,56;2,56;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;007;50;0,84;1,84;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;008;50;0,52;1,52;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;011;50;1,20;2,20;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;012;50;0,68;1,68;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;013;50;1,56;2,56;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;014;50;1,04;2,04;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;017;50;0,52;1,52;1,36;A;10;115
4932;7891079001028;MACARRAO INST NISSIN MONICA TOM 85G;018;50;1,56;2,56;2,72;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;002;50;1,00;2,00;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;003;50;1,20;2,20;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;004;50;1,00;2,00;2,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;005;50;0,50;1,50;2,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;006;50;0,50;1,50;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;007;50;0,50;1,50;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;008;50;1,00;2,00;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;011;50;1,00;2,00;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;012;50;1,00;2,00;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;013;50;1,00;2,00;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;014;50;0,50;1,50;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;017;50;1,00;2,00;1,00;A;10;115
1023429;7891079014288;MACARRAO INST NISSIN PIC CALABRESA 85G;018;50;1,00;2,00;2,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;001;20;1,00;2,00;0,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;002;20;2,00;3,00;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;003;20;1,00;2,00;2,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;004;20;1,00;2,00;2,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;005;20;1,00;2,00;2,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;006;20;1,00;2,00;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;007;20;1,00;2,00;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;008;20;0,60;1,60;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;011;20;0,90;1,90;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;012;20;0,50;1,50;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;013;20;1,00;2,00;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;014;20;0,50;1,50;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;017;20;2,00;3,00;3,00;A;10;115
2691;7891079006009;MACARRAO INST NISSIN T3 ESP 500G;018;20;3,00;4,00;4,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;001;20;0,75;1,75;0,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;002;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;003;20;2,00;3,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;004;20;1,00;2,00;3,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;005;20;1,00;2,00;3,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;006;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;007;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;008;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;011;20;0,90;1,90;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;012;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;013;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;014;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;017;20;1,00;2,00;2,00;A;10;115
2692;7891079006016;MACARRAO INST NISSIN T5 ESP 500G;018;20;3,00;4,00;6,00;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;002;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;003;50;0,92;1,92;2,72;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;004;50;0,80;1,80;2,72;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;005;50;0,92;1,92;2,72;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;006;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;007;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;008;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;011;50;1,00;2,00;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;012;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;013;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;014;50;0,92;1,92;2,04;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;017;50;0,92;1,92;2,72;A;10;115
17060;7891079011980;MACARRAO INST NISSIN TALHA BOLON 99G;018;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;002;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;003;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;004;50;0,80;1,80;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;005;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;006;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;007;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;008;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;011;50;0,60;1,60;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;012;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;013;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;014;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;017;50;0,92;1,92;2,04;A;10;115
178289;7891079000434;MACARRAO INST NISSIN TALHARIM FRANGO 99G;018;50;0,92;1,92;2,04;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;002;20;1,00;2,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;003;20;2,00;3,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;004;20;2,00;3,00;0,90;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;005;20;1,00;2,00;0,90;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;006;20;2,00;3,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;007;20;1,00;2,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;008;20;1,00;2,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;011;20;0,90;1,90;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;012;20;1,00;2,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;013;20;0,50;1,50;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;014;20;1,00;2,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;017;20;1,00;2,00;0,60;A;10;115
9918511;7891079011515;MACARRAO INST NISSIN YAKISSOBA 500G;018;20;4,00;5,00;1,80;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;002;12;1,00;2,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;003;12;7,33;8,33;11,33;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;005;12;1,00;2,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;006;12;1,00;2,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;007;12;5,00;6,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;008;12;1,00;2,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;011;12;3,00;4,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;012;12;4,00;5,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;013;12;2,00;3,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;014;12;1,25;2,25;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;017;12;3,00;4,00;8,50;A;10;115
1020702;7891079014110;MACARRAO INST UFO CURRY 96G;018;12;6,00;7,00;17,00;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;002;12;2,00;3,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;003;12;7,00;8,00;5,67;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;004;12;1,00;2,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;005;12;1,00;2,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;006;12;4,00;5,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;007;12;7,00;8,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;008;12;1,00;2,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;011;12;0,83;1,83;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;012;12;4,00;5,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;013;12;2,00;3,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;014;12;3,08;4,08;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;017;12;3,00;4,00;8,50;A;10;115
1020677;7891079014172;MACARRAO INST UFO GAL CAIPIRA 97G;018;12;6,00;7,00;17,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;002;12;2,25;3,25;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;003;12;2,25;3,25;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;004;12;1,50;2,50;2,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;005;12;0,67;1,67;2,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;006;12;2,00;3,00;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;007;12;2,33;3,33;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;008;12;1,00;2,00;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;011;12;0,83;1,83;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;012;12;2,00;3,00;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;013;12;2,00;3,00;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;014;12;2,00;3,00;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;017;12;2,00;3,00;1,00;A;10;115
1001399;7891079013847;MACARRAO INST UFO YAKISSOBA CARNE 97G;018;12;1,83;2,83;2,00;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;002;12;4,00;5,00;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;003;12;4,33;5,33;11,33;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;004;12;2,25;3,25;8,50;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;005;12;1,00;2,00;8,50;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;006;12;3,00;4,00;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;007;12;4,33;5,33;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;008;12;2,00;3,00;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;011;12;0,83;1,83;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;012;12;4,00;5,00;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;013;12;1,50;2,50;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;014;12;3,67;4,67;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;017;12;2,00;3,00;5,67;A;10;115
1001400;7891079013861;MACARRAO INST UFO YAKISSOBA LEGUMES 95G;018;12;5,00;6,00;11,33;A;10;115
9995277;8076800195132;MASSA BARILLA BAVETTE N13 500G;002;24;0,33;1,33;0,58;A;10;115
9995277;8076800195132;MASSA BARILLA BAVETTE N13 500G;003;24;0,50;1,50;0,58;A;10;115
9995277;8076800195132;MASSA BARILLA BAVETTE N13 500G;012;24;0,33;1,33;0,88;A;10;115
9995277;8076800195132;MASSA BARILLA BAVETTE N13 500G;014;24;0,33;1,33;0,88;A;10;115
9995277;8076800195132;MASSA BARILLA BAVETTE N13 500G;018;24;0,33;1,33;0,58;A;10;115
10941;8076802085981;MASSA BARILLA FUSILLI 500G;003;12;0,50;1,50;0,58;A;10;115
